"FROM","TO","n"
"302705","301702",10
"302705","302701",253
"302705","302707",26
"302705","302708",48
"302705","306101",60
"302705","306201",24
"302705","306401",22
"302706","146501",14
"302706","301004",10
"302706","301702",13
"302706","302701",334
"302706","302703",41
"302706","302704",19
"302706","302707",99
"302706","302708",38
"302706","306201",31
"302706","306401",21
"302707","146501",17
"302707","301001",13
"302707","301006",19
"302707","301011",86
"302707","302701",363
"302707","302705",12
"302707","302706",16
"302707","302707",163
"302707","302708",70
"302707","302709",25
"302707","306101",19
"302707","306201",217
"302707","306401",61
"302708","146501",15
"302708","300901",10
"302708","301004",16
"302708","301010",13
"302708","301702",23
"302708","302107",11
"302708","302701",802
"302708","302702",17
"302708","302703",23
"302708","302704",13
"302708","302705",24
"302708","302706",51
"302708","302707",43
"302708","302709",20
"302708","306101",15
"302708","306201",98
"302708","306401",48
"302709","146501",19
"302709","246901",11
"302709","300901",22
"302709","301004",22
"302709","301006",145
"302709","301011",17
"302709","301702",18
"302709","302701",387
"302709","302702",17
"302709","302706",17
"302709","302707",57
"302709","302708",77
"302709","306201",129
"302709","306401",77
"302801","026401",11
"302801","141509",13
"302801","146501",64
"302801","300101",17
"302801","300102",60
"302801","300301",15
"302801","301601",91
"302801","301602",122
"302801","302104",244
"302801","302105",19
"302801","302107",19
"302801","302111",89
"302801","302115",23
"302801","302116",15
"302801","302117",100
"302801","302802",52
"302801","302803",40
"302801","302804",83
"302801","302805",74
"302801","302806",12
"302801","302807",162
"302801","306401",654
"302802","041903",26
"302802","146501",25
"302802","302104",52
"302802","302114",20
"302802","302117",13
"302802","302801",179
"302802","302804",11
"302802","302807",38
"302802","306401",99
"302803","146501",54
"302803","300102",19
"302803","300103",13
"302803","300104",14
"302803","300105",11
"302803","302117",26
"302803","302801",231
"302803","302803",127
"302803","302807",26
"302803","306401",109
"302804","100401",13
"302804","146501",35
"302804","300301",14
"302804","300305",17
"302804","301602",10
"302804","302104",124
"302804","302111",50
"302804","302115",18
"302804","302117",12
"302804","302801",178
"302804","302805",38
"302804","302807",16
"302804","306401",110
"302805","146201",23
"302805","146501",34
"302805","301602",28
"302805","302104",350
"302805","302111",194
"302805","302112",12
"302805","302115",12
"302805","302116",28
"302805","302117",42
"302805","302801",73
"302805","302804",54
"302805","302805",180
"302805","306401",538
"302806","046101",14
"302806","302117",12
"302806","302801",80
"302806","302802",19
"302806","302807",13
"302806","306401",26
"302807","141509",10
"302807","146501",61
"302807","300102",99
"302807","301602",54
"302807","302104",143
"302807","302107",15
"302807","302111",49
"302807","302115",26
"302807","302116",15
"302807","302117",41
"302807","302801",716
"302807","302802",21
"302807","302803",14
"302807","302804",37
"302807","302805",11
"302807","306401",248
"302901","081201",41
"302901","081203",32
"302901","086201",18
"302901","146501",11
"302901","280702",32
"302901","281104",19
"302901","300502",15
"302901","300504",10
"302901","300505",26
"302901","301101",45
"302901","301103",10
"302901","301105",108
"302901","301204",25
"302901","301302",16
"302901","301306",57
"302901","301307",242
"302901","302902",76
"302901","302903",490
"302901","306301",127
"302901","306401",104
"302902","022304",12
"302902","080806",28
"302902","080901",34
"302902","080904",127
"302902","086201",43
"302902","280702",41
"302902","281104",14
"302902","300504",16
"302902","301504",38
"302902","301506",404
"302902","302901",12
"302902","302903",669
"302902","306401",124
"302903","022304",26
"302903","026401",11
"302903","080806",12
"302903","080904",48
"302903","086201",93
"302903","146501",14
"302903","280702",216
"302903","281104",76
"302903","300502",56
"302903","300504",224
"302903","300505",27
"302903","301504",105
"302903","301506",52
"302903","301701",11
"302903","302107",39
"302903","302108",17
"302903","302205",34
"302903","302901",87
"302903","302902",596
"302903","302903",1964
"302903","306401",375
"303001","022305",15
"303001","146501",15
"303001","300301",10
"303001","302116",31
"303001","302307",10
"303001","303002",38
"303001","303003",14
"303001","303004",31
"303001","303005",525
"303001","306401",124
"303002","022305",37
"303002","146501",17
"303002","301204",13
"303002","302104",30
"303002","302109",59
"303002","302116",37
"303002","302502",46
"303002","302503",11
"303002","302504",166
"303002","302505",10
"303002","303001",40
"303002","303002",255
"303002","303003",63
"303002","303004",14
"303002","303005",446
"303002","306401",294
"303003","022305",12
"303003","146501",50
"303003","302108",91
"303003","302116",149
"303003","302504",12
"303003","303003",249
"303003","303005",228
"303003","306401",545
"303004","146501",11
"303004","300604",10
"303004","302004",23
"303004","302301",37
"303004","302308",26
"303004","303001",110
"303004","303002",10
"303004","303003",10
"303004","303004",167
"303004","303005",180
"303004","306401",154
"303005","022305",44
"303005","026401",54
"303005","146501",192
"303005","180401",15
"303005","300301",105
"303005","300302",70
"303005","300502",24
"303005","301701",11
"303005","302101",14
"303005","302104",18
"303005","302107",54
"303005","302108",98
"303005","302109",30
"303005","302112",18
"303005","302115",14
"303005","302116",403
"303005","302117",66
"303005","302301",51
"303005","302307",19
"303005","302504",72
"303005","303001",149
"303005","303002",105
"303005","303003",604
"303005","303004",25
"303005","303005",2249
"303005","306201",28
"303005","306401",1799
"303101","146501",24
"303101","301204",11
"303101","301901",68
"303101","301903",12
"303101","301909",14
"303101","302107",10
"303101","303102",34
"303101","303103",68
"303101","303104",13
"303101","303106",15
"303101","303107",104
"303101","303108",184
"303101","306401",57
"303102","106101",10
"303102","180304",11
"303102","300203",15
"303102","301204",12
"303102","301901",39
"303102","302107",11
"303102","303101",50
"303102","303102",70
"303102","303105",12
"303102","303106",12
"303102","306401",128
"303102","321701",33
"303102","326201",12
"303103","301901",134
"303103","301903",37
"303103","301909",26
"303103","303101",169
"303103","303103",91
"303103","303106",10
"303103","303107",27
"303103","303108",26
"303103","306401",93
"303104","220304",14
"303104","303101",79
"303104","303107",73
"303104","306401",24
"303105","106101",34
"303105","146501",23
"303105","301204",11
"303105","303101",33
"303105","303102",37
"303105","303105",145
"303105","306401",203
"303105","321501",76
"303106","301901",25
"303106","303101",54
"303106","303102",22
"303106","303103",10
"303106","306401",13
"303107","301901",10
"303107","303101",126
"303107","303104",19
"303107","303108",22
"303107","306401",28
"303108","301901",28
"303108","301903",11
"303108","301909",19
"303108","303101",373
"303108","303102",17
"303108","303103",27
"303108","303107",102
"303108","306401",50
"306101","026401",49
"306101","100501",10
"306101","106101",31
"306101","146501",152
"306101","226201",10
"306101","300602",11
"306101","300603",11
"306101","300701",363
"306101","300702",33
"306101","300703",95
"306101","300704",181
"306101","300705",66
"306101","300706",33
"306101","300707",26
"306101","300708",366
"306101","300709",37
"306101","300710",15
"306101","300711",290
"306101","300803",12
"306101","300901",12
"306101","301204",23
"306101","301701",196
"306101","301702",1556
"306101","301704",24
"306101","301707",15
"306101","301803",10
"306101","301807",25
"306101","302005",130
"306101","302006",68
"306101","302107",29
"306101","302109",14
"306101","302116",21
"306101","302117",31
"306101","302701",17
"306101","306201",16
"306101","306401",214
"306201","026401",35
"306201","040701",79
"306201","106101",14
"306201","146501",186
"306201","226101",10
"306201","246901",23
"306201","300901",75
"306201","300908",14
"306201","301001",130
"306201","301002",11
"306201","301003",115
"306201","301004",495
"306201","301005",92
"306201","301006",172
"306201","301007",40
"306201","301008",19
"306201","301010",74
"306201","301011",577
"306201","301012",154
"306201","302101",12
"306201","302107",30
"306201","302109",12
"306201","302115",13
"306201","302116",47
"306201","302117",55
"306201","302301",58
"306201","302305",13
"306201","302307",13
"306201","302701",46
"306201","302707",12
"306201","302709",19
"306201","303005",15
"306201","306101",25
"306201","306301",18
"306201","306401",540
"306301","020301",19
"306301","020401",28
"306301","026401",74
"306301","081203",86
"306301","086201",14
"306301","126101",11
"306301","146501",135
"306301","300402",84
"306301","300403",28
"306301","300405",10
"306301","301101",90
"306301","301103",34
"306301","301104",17
"306301","301105",98
"306301","301204",11
"306301","301301",87
"306301","301302",368
"306301","301303",246
"306301","301304",637
"306301","301305",390
"306301","301306",17
"306301","301307",191
"306301","301701",33
"306301","302107",22
"306301","302117",39
"306301","302201",28
"306301","302205",99
"306301","302604",28
"306301","302901",43
"306301","306401",505
"306401","020904",10
"306401","021604",34
"306401","022305",27
"306401","026401",296
"306401","040207",10
"306401","046101",32
"306401","046301",90
"306401","060201",27
"306401","066301",10
"306401","086101",33
"306401","086201",52
"306401","106101",154
"306401","106301",14
"306401","120616",10
"306401","126101",79
"306401","140204",11
